Point,NORTHING,EASTING,Elev_ft,Elev_m
2,245173,2358819,4045,1233
3,245173,2358819,4000,1219
4,245172,2358819,3892,1186
5,245167,2358820,3721,1134
6,245161,2358821,3546,1081
7,245160,2358821,3545,1081
8,245158,2358822,3468,1057
9,245156,2358821,3382,1031
10,245151,2358820,3259,993
11,245148,2358819,3138,956
12,245144,2358818,3045,928
13,245143,2358817,3000,914
14,245142,2358817,2979,908
15,245137,2358817,2855,870
16,245133,2358816,2731,832
17,245127,2358816,2607,795
18,245124,2358814,2546,776
19,245121,2358813,2487,758
20,245115,2358809,2357,718
21,245111,2358808,2274,693
22,245104,2358805,2138,652
23,245099,2358803,2047,624
24,245099,2358803,2045,623
25,245097,2358802,2000,610
26,245095,2358801,1952,595
27,245091,2358799,1862,568
28,245089,2358798,1795,547
29,245084,2358795,1669,509
30,245083,2358794,1634,498
31,245081,2358792,1547,472
32,245079,2358791,1495,456
33,245071,2358784,1211,369
34,245066,2358778,1048,319
35,245066,2358777,1026,313
36,245065,2358776,1000,305
37,245063,2358773,918,280
38,245057,2358769,763,233
39,245054,2358767,670,204
40,245051,2358765,577,176
41,245050,2358765,548,167
42,245047,2358763,483,147
43,245042,2358759,327,100
44,245038,2358754,204,62
45,245036,2358752,141,43
46,245035,2358750,88,27
47,245034,2358749,57,17
48,245034,2358749,49,15
49,245033,2358749,25,8
50,245032,2358749,0,0
51,245032,2358749,-6,-2
52,245031,2358749,-37,-11
53,245030,2358750,-69,-21
54,245031,2358751,-143,-44
55,245032,2358751,-237,-72
56,245033,2358751,-330,-101
57,245035,2358750,-443,-135
58,245035,2358750,-451,-137
59,245037,2358749,-553,-169
60,245037,2358747,-679,-207
61,245037,2358746,-773,-236
62,245036,2358745,-869,-265
63,245035,2358745,-900,-274
64,245034,2358745,-932,-284
65,245033,2358745,-951,-290
66,245032,2358744,-963,-294
67,245030,2358744,-995,-303
68,245030,2358744,-1000,-305
69,245024,2358746,-1061,-323
70,245017,2358749,-1132,-345
71,245007,2358754,-1226,-374
72,244997,2358758,-1319,-402
73,244987,2358762,-1414,-431
74,244983,2358764,-1448,-441
75,244977,2358767,-1507,-459
76,244974,2358769,-1543,-470
77,244971,2358771,-1573,-479
78,244948,2358800,-1946,-593
79,244947,2358804,-2000,-610
80,244947,2358819,-2171,-662
81,244950,2358835,-2445,-745
82,244956,2358843,-2636,-803
83,244959,2358846,-2726,-831
