Name,Northing,Easting,Elevation,Temp
1,256137,2357453,4341,0
2,256135,2357452,3765,0
3,256133,2357450,3677,0
4,256134,2357449,3589,0
5,256134,2357450,3481,0
6,256133,2357450,3341,0
7,256133,2357451,3307,0
8,256134,2357450,3165,0
9,256138,2357448,3090,0
10,256141,2357446,3029,0
11,256143,2357444,3000,288
12,256145,2357442,2963,0
13,256150,2357438,2902,0
14,256155,2357434,2842,0
15,256159,2357431,2811,0
16,256170,2357422,2720,0
17,256184,2357409,2629,0
18,256200,2357396,2541,0
19,256205,2357391,2512,0
20,256217,2357382,2451,0
21,256235,2357368,2365,0
22,256237,2357366,2354,0
23,256255,2357352,2271,0
24,256270,2357340,2210,0
25,256276,2357335,2187,0
26,256300,2357315,2099,0
27,256327,2357293,2014,0
28,256332,2357290,2000,0
29,256356,2357270,1930,0
30,256372,2357256,1886,0
31,256387,2357243,1847,0
32,256406,2357228,1803,0
33,256420,2357216,1768,0
34,256429,2357209,1749,0
35,256432,2357206,1741,0
36,256451,2357189,1695,0
37,256484,2357159,1615,0
38,256517,2357129,1535,0
39,256551,2357100,1455,0
40,256554,2357098,1448,0
41,256587,2357069,1373,0
42,256609,2357049,1323,0
43,256647,2357017,1241,0
44,256684,2356986,1163,0
45,256719,2356956,1085,0
46,256749,2356931,1019,0
47,256756,2356926,1005,0
48,256758,2356924,1000,0
49,256804,2356885,898,0
50,256838,2356857,825,0
51,256936,2356776,606,0
52,256944,2356769,588,0
53,256952,2356763,571,0
