Point,NORTHING,EASTING,Elev_ft,Elev_m
1,245081,2358929,4076,1242
2,245081,2358929,4000,1219
3,245081,2358928,3576,1090
4,245081,2358928,3476,1059
5,245081,2358925,3076,938
6,245081,2358925,3000,914
7,245081,2358924,2976,907
8,245082,2358920,2576,785
9,245082,2358919,2476,755
10,245082,2358914,2076,633
11,245082,2358913,2000,610
12,245082,2358912,1976,602
13,245082,2358909,1791,546
14,245082,2358907,1697,517
15,245082,2358904,1604,489
16,245082,2358903,1576,480
17,245081,2358899,1448,441
18,245080,2358893,1296,395
19,245081,2358887,1175,358
20,245083,2358882,1077,328
21,245085,2358879,1000,305
22,245085,2358879,986,301
23,245089,2358872,829,253
24,245094,2358866,683,208
25,245096,2358861,577,176
26,245098,2358858,519,158
27,245102,2358847,378,115
28,245102,2358847,372,113
29,245103,2358844,341,104
30,245107,2358834,246,75
31,245111,2358819,89,27
32,245111,2358818,79,24
33,245112,2358811,0,0
34,245113,2358805,-64,-20
35,245115,2358787,-233,-71
36,245117,2358771,-398,-121
37,245117,2358770,-418,-127
38,245119,2358758,-564,-172
39,245119,2358745,-717,-219
40,245118,2358733,-874,-266
41,245118,2358729,-917,-280
42,245118,2358723,-1000,-305
43,245116,2358707,-1182,-360
44,245114,2358690,-1365,-416
45,245114,2358686,-1415,-431
46,245113,2358679,-1516,-462
47,245113,2358666,-1754,-535
48,245114,2358658,-1910,-582
49,245115,2358657,-1914,-583
50,245115,2358656,-1934,-589
51,245115,2358653,-2000,-610
52,245115,2358650,-2066,-630
53,245117,2358643,-2189,-667
54,245118,2358638,-2251,-686
55,245118,2358634,-2293,-699
56,245116,2358623,-2391,-729
57,245116,2358622,-2397,-731
