  																
		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
		WELL DATA SUMMARY														
		 														
	Well	BLM 72A-19RD SIDETRACK														
	 	 	 	 												
	Sec Azim	335	N25W													
	Elev	4172	KB													
 	Coords:	North	248938	East	2354363		2354363									
 					Course		 									
 	MD	Drift A.	Drift D.	Azim	Length	DH	TVD	SSD	DNS	DEW	N-S	E-W	DSec	Sec	N-LAM	E-LAM
 	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	____________	_________
 																
 	0	0.00	70	250				4172	0	0	0	0	0	0	248938	2354363
	172	0.78	70	250	172	1	172	4000	0	-1	0	-1	0	0	248938	2354362
	500	2.27	70	250	500	10	500	3672	-3	-9	-3	-9	1	1	248935	2354354
 	825	3.75	70	250	325	17	824	3348	-6	-16	-9	-25	1	2	248929	2354338
  KOP	850	3.84	70	250	25	2	849	3323	-1	-2	-10	-27	2	27	248928	2354336
 	864	3.00	77	257	14	1	863	3309	0	-1	-10	-28	0	27	248928	2354335
 	928	3.50	86	274	64	4	927	3245	0	-4	-11	-31	1	28	248927	2354332
 	991	4.75	81	279	63	5	990	3182	1	-5	-10	-36	2	31	248928	2354327
 	1023	5.00	85	275	32	3	1022	3150	0	-3	-10	-39	1	32	248928	2354324
 	1054	5.50	73	287	31	3	1052	3120	1	-3	-9	-41	2	34	248929	2354322
 	1085	5.25	71	289	31	3	1083	3089	1	-3	-8	-44	2	36	248930	2354319
 	1116	5.00	67	293	31	3	1114	3058	1	-3	-7	-47	2	38	248931	2354316
	1174	5.48	64	296	58	5	1172	3000	2	-5	-5	-52	4	42	248933	2354311
 	1176	5.50	64	296	60	5	1174	2998	2	-5	-5	-52	4	42	248933	2354311
 	1207	5.75	59	301	31	3	1205	2967	1	-3	-4	-54	2	44	248934	2354309
 	1239	6.00	51	309	32	3	1237	2935	2	-3	-2	-57	3	47	248936	2354306
 	1269	6.25	41	319	30	3	1266	2906	2	-2	1	-59	3	50	248939	2354304
 	1300	6.00	35	325	31	3	1297	2875	3	-2	3	-61	3	54	248941	2354302
 	1331	7.00	35	325	31	4	1328	2844	3	-2	6	-63	3	57	248944	2354300
 	1381	8.50	31	329	50	7	1378	2794	6	-4	12	-67	7	64	248950	2354296
 	1386	8.50	30	330	5	1	1383	2789	1	0	12	-67	1	64	248950	2354296
 	1450	8.25	21	339	63	9	1446	2726	8	-4	21	-72	9	74	248959	2354291
 	1543	8.50	21	339	92	14	1538	2634	13	-5	33	-76	14	87	248971	2354287
 	1637	9.00	26	334	93	14	1631	2541	13	-6	47	-82	14	102	248985	2354281
 	1729	8.75	26	334	91	14	1722	2450	13	-6	59	-88	14	116	248997	2354275
 	1821	8.50	27	333	91	14	1813	2359	12	-6	72	-94	14	129	249010	2354269
 	1883	9.00	36	324	61	9	1874	2298	8	-5	80	-99	9	139	249018	2354264
 	1942	8.75	36	324	58	9	1932	2240	7	-5	87	-105	9	148	249025	2354258
 	1974	8.75	28	332	32	5	1964	2208	4	-3	91	-107	5	153	249029	2354256
 	2005	9.00	22	338	31	5	1994	2178	4	-2	96	-109	5	157	249034	2354254
 	2060	8.25	11	349	54	8	2049	2123	8	-2	103	-112	8	166	249041	2354251
 	2154	8.75	11	349	93	14	2142	2030	14	-3	117	-114	13	179	249055	2354249
	2185	8.67	12	348	31	5	2172	2000	5	-1	122	-115	5	184	249060	2354248
 	2248	8.50	15	345	93	14	2235	1937	14	-3	131	-117	14	193	249069	2354246
 	2341	8.25	12	348	92	14	2327	1845	13	-3	144	-121	13	206	249082	2354242
 	2434	8.50	14	346	92	14	2419	1753	13	-3	157	-124	13	219	249095	2354239
 	2528	8.75	12	348	93	14	2512	1660	14	-3	171	-127	14	233	249109	2354236
 	2632	8.75	11	349	103	16	2615	1557	16	-3	186	-130	15	249	249124	2354233
 	2715	8.75	12	348	82	13	2697	1475	12	-3	199	-133	12	261	249137	2354230
LC	2759	9.45	12	348	43	7	2740	1432	7	-1	206	-134	7	268	249144	2354229
 	2809	10.25	12	348	93	16	2789	1383	15	-3	214	-136	15	276	249152	2354227
 	2900	11.00	15	345	89	17	2879	1293	16	-4	230	-140	16	292	249168	2354223
 	2992	11.00	17	343	90	18	2969	1203	17	-5	247	-145	17	310	249185	2354218
 	3086	11.75	21	339	92	19	3061	1111	18	-6	265	-151	18	328	249203	2354212
